ISO_COUNTRY,SECTOR_CODE,FACTSET_ENTITY_ID,FACTSET_ENTITY_ID_SEGMENT_SUB,g_S1,g_S2_EMRIO,g_S23_EMRIO,g_S3_T
CHE,,0036X2-E,0036X2-E_Power Products_I00015,0.0,0.0,0.0,0.0
CHE,,Others-C00015-S,Others-C00015-S,0.0,0.0,0.0,0.0
CHE,,0028NS-E,0028NS-E_Chemtech_I00016,0.0,0.0,0.0,0.0
CHE,,0028NS-E,0028NS-E_Flow Equipment_I00016,0.0,0.0,0.0,0.0
CHE,,0028NS-E,0028NS-E_Services_I00016,0.0,0.0,0.0,0.0
CHE,,05HWY5-E,05HWY5-E_Drive Systems_I00016,0.0,0.0,0.0,0.0
CHE,,05HWY5-E,05HWY5-E_Polymer Processing Solutions_I00016,0.0,0.0,0.0,0.0
CHE,,05HWY5-E,05HWY5-E_Surface Solutions_I00016,0.0,0.0,0.0,0.0
CHE,,05HWZT-E,05HWZT-E_Elevators & Escalators_I00016,0.0,0.0,0.0,0.0
CHE,,05HYVW-E,05HYVW-E_GF Machining Solutions_I00016,0.0,0.0,0.0,0.0
CHE,,Others-C00016-S,Others-C00016-S,0.0,0.0,0.0,0.0
CHE,,05HYVW-E,05HYVW-E_GF Casting Solutions_I00017,0.0,0.0,0.0,0.0
CHE,,Others-C00017-S,Others-C00017-S,0.0,0.0,0.0,0.0
CHE,,Others-C00018-S,Others-C00018-S,0.0,0.0,0.0,0.0
CHE,,Others-C00019-S,Others-C00019-S,0.0,0.0,0.0,0.0
CHE,,Others-C00020-S,Others-C00020-S,0.0,0.0,0.0,0.0
CHE,,Others-C00021-S,Others-C00021-S,0.0,0.0,0.0,0.0
CHE,,0036X2-E,0036X2-E_Power Systems_I00022,0.0,0.0,0.0,0.0
CHE,,Others-C00022-S,Others-C00022-S,0.0,0.0,0.0,0.0
CHE,,Others-C00023-S,Others-C00023-S,0.0,0.0,0.0,0.0
CHE,,Others-C00024-S,Others-C00024-S,0.0,0.0,0.0,0.0
CHE,,Others-C00025-S,Others-C00025-S,0.0,0.0,0.0,0.0
CHE,,Others-C00026-S,Others-C00026-S,0.0,0.0,0.0,0.0
CHE,,Others-C00027-S,Others-C00027-S,0.0,0.0,0.0,0.0
CHE,,05HWWX-E,05HWWX-E_Airfreight_I00028,0.0,0.0,0.0,0.0
CHE,,05HWWX-E,05HWWX-E_Contract Logistics_I00028,0.0,0.0,0.0,0.0
CHE,,05HWWX-E,05HWWX-E_Road Logistics_I00028,0.0,0.0,0.0,0.0
CHE,,05HWWX-E,05HWWX-E_Sea Logistics_I00028,0.0,0.0,0.0,0.0
CHE,,05LS6N-E,05LS6N-E_Air Freight_I00028,0.0,0.0,0.0,0.0
CHE,,05LS6N-E,05LS6N-E_Ocean Freight_I00028,0.0,0.0,0.0,0.0
CHE,,Others-C00028-S,Others-C00028-S,0.0,0.0,0.0,0.0
CHE,,05HWWX-E,05HWWX-E_Airfreight_I00029,0.0,0.0,0.0,0.0
CHE,,05HWWX-E,05HWWX-E_Contract Logistics_I00029,0.0,0.0,0.0,0.0
CHE,,05HWWX-E,05HWWX-E_Road Logistics_I00029,0.0,0.0,0.0,0.0
CHE,,05HWWX-E,05HWWX-E_Sea Logistics_I00029,0.0,0.0,0.0,0.0
CHE,,Others-C00029-S,Others-C00029-S,0.0,0.0,0.0,0.0
CHE,,Others-C00030-S,Others-C00030-S,0.0,0.0,0.0,0.0
CHE,,Others-C00031-S,Others-C00031-S,0.0,0.0,0.0,0.0
CHE,,Others-C00032-S,Others-C00032-S,0.0,0.0,0.0,0.0
CHE,,Others-C00033-S,Others-C00033-S,0.0,0.0,0.0,0.0
CHE,,Others-C00034-S,Others-C00034-S,0.0,0.0,0.0,0.0
CHE,,002TZV-E,002TZV-E_Group Headquarters_I00035,0.0,0.0,0.0,0.0
CHE,,05FWCG-E,05FWCG-E_Switzerland_I00035,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Farmers_I00035,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Life_I00035,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Property & Casualty_I00035,0.0,0.0,0.0,0.0
CHE,,0BT2BZ-E,0BT2BZ-E_Life & Health Reinsurance_I00035,0.0,0.0,0.0,0.0
CHE,,0BT2BZ-E,0BT2BZ-E_Property & Casualty Reinsurance_I00035,0.0,0.0,0.0,0.0
CHE,,Others-C00035-S,Others-C00035-S,0.0,0.0,0.0,0.0
CHE,,05FWCG-E,05FWCG-E_Asset Managers_I00036,0.0,0.0,0.0,0.0
CHE,,05FWMC-E,05FWMC-E_Asset Management_I00036,0.0,0.0,0.0,0.0
CHE,,05FWMC-E,05FWMC-E_Investment Banking_I00036,0.0,0.0,0.0,0.0
CHE,,05FWMC-E,05FWMC-E_Wealth Management_I00036,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Farmers_I00036,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Life_I00036,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Property & Casualty_I00036,0.0,0.0,0.0,0.0
CHE,,05HYW0-E,05HYW0-E_Holding_I00036,0.0,0.0,0.0,0.0
CHE,,05HYW0-E,05HYW0-E_Property Management_I00036,0.0,0.0,0.0,0.0
CHE,,05HYW0-E,05HYW0-E_Real Estate Investments_I00036,0.0,0.0,0.0,0.0
CHE,,05J13K-E,05J13K-E_Bucher Emhart Glass_I00036,0.0,0.0,0.0,0.0
CHE,,05J13K-E,05J13K-E_Bucher Hydraulics_I00036,0.0,0.0,0.0,0.0
CHE,,05J13K-E,05J13K-E_Bucher Municipal_I00036,0.0,0.0,0.0,0.0
CHE,,05J13K-E,05J13K-E_Bucher Specials_I00036,0.0,0.0,0.0,0.0
CHE,,05J13K-E,05J13K-E_Kuhn Group_I00036,0.0,0.0,0.0,0.0
CHE,,05J16T-E,05J16T-E_Banking and Related Activities_I00036,0.0,0.0,0.0,0.0
CHE,,05LS6N-E,05LS6N-E_Logistics_I00036,0.0,0.0,0.0,0.0
CHE,,05MBK2-E,05MBK2-E_Fresh Cheese_I00036,0.0,0.0,0.0,0.0
CHE,,05MBK2-E,05MBK2-E_Fresh Products_I00036,0.0,0.0,0.0,0.0
CHE,,05MBK2-E,05MBK2-E_Powder/Concentrates_I00036,0.0,0.0,0.0,0.0
CHE,,08587L-E,08587L-E_Banking & Related Activities_I00036,0.0,0.0,0.0,0.0
CHE,,Others-C00036-S,Others-C00036-S,0.0,0.0,0.0,0.0
CHE,,05FWCG-E,05FWCG-E_Switzerland_I00037,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Farmers_I00037,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Life_I00037,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Property & Casualty_I00037,0.0,0.0,0.0,0.0
CHE,,0BT2BZ-E,0BT2BZ-E_Life & Health Reinsurance_I00037,0.0,0.0,0.0,0.0
CHE,,0BT2BZ-E,0BT2BZ-E_Property & Casualty Reinsurance_I00037,0.0,0.0,0.0,0.0
CHE,,Others-C00037-S,Others-C00037-S,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Engineering & Technical_I00038,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Finance & Legal_I00038,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Industrial_I00038,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Information Technology_I00038,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Medical & Science_I00038,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Office_I00038,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Solutions_I00038,0.0,0.0,0.0,0.0
CHE,,05FWCG-E,05FWCG-E_Switzerland_I00038,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Farmers_I00038,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Life_I00038,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Property & Casualty_I00038,0.0,0.0,0.0,0.0
CHE,,0BT2BZ-E,0BT2BZ-E_Life & Health Reinsurance_I00038,0.0,0.0,0.0,0.0
CHE,,0BT2BZ-E,0BT2BZ-E_Property & Casualty Reinsurance_I00038,0.0,0.0,0.0,0.0
CHE,,Others-C00038-S,Others-C00038-S,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Engineering & Technical_I00039,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Finance & Legal_I00039,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Industrial_I00039,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Information Technology_I00039,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Medical & Science_I00039,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Office_I00039,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Solutions_I00039,0.0,0.0,0.0,0.0
CHE,,0036X2-E,0036X2-E_Process Automation_I00039,0.0,0.0,0.0,0.0
CHE,,05FWCG-E,05FWCG-E_Switzerland_I00039,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Farmers_I00039,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Life_I00039,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Property & Casualty_I00039,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,"05HWM3-E_Agriculture, Food and Life_I00039",0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Certification and Business Enhancement_I00039,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Consumer and Retail_I00039,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,"05HWM3-E_Environmental, Health and Safety_I00039",0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Governments and Institutions_I00039,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Industrial_I00039,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Life Science Services_I00039,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Minerals_I00039,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,"05HWM3-E_Oil, Gas and Chemicals_I00039",0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Transportation_I00039,0.0,0.0,0.0,0.0
CHE,,0BT2BZ-E,0BT2BZ-E_Life & Health Reinsurance_I00039,0.0,0.0,0.0,0.0
CHE,,0BT2BZ-E,0BT2BZ-E_Property & Casualty Reinsurance_I00039,0.0,0.0,0.0,0.0
CHE,,Others-C00039-S,Others-C00039-S,0.0,0.0,0.0,0.0
CHE,,05FGM6-E,05FGM6-E_Innovative Medicines_I00040,0.0,0.0,0.0,0.0
CHE,,05FWCG-E,05FWCG-E_Switzerland_I00040,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Farmers_I00040,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Life_I00040,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Property & Casualty_I00040,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,"05HWM3-E_Agriculture, Food and Life_I00040",0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Certification and Business Enhancement_I00040,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Consumer and Retail_I00040,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,"05HWM3-E_Environmental, Health and Safety_I00040",0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Governments and Institutions_I00040,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Industrial_I00040,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Life Science Services_I00040,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Minerals_I00040,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,"05HWM3-E_Oil, Gas and Chemicals_I00040",0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Transportation_I00040,0.0,0.0,0.0,0.0
CHE,,0BT2BZ-E,0BT2BZ-E_Life & Health Reinsurance_I00040,0.0,0.0,0.0,0.0
CHE,,0BT2BZ-E,0BT2BZ-E_Property & Casualty Reinsurance_I00040,0.0,0.0,0.0,0.0
CHE,,Others-C00040-S,Others-C00040-S,0.0,0.0,0.0,0.0
CHE,,0036X2-E,0036X2-E_Process Automation_I00041,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,"05HWM3-E_Agriculture, Food and Life_I00041",0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Certification and Business Enhancement_I00041,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Consumer and Retail_I00041,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,"05HWM3-E_Environmental, Health and Safety_I00041",0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Governments and Institutions_I00041,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Industrial_I00041,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Life Science Services_I00041,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Minerals_I00041,0.0,0.0,0.0,0.0
CHE,,05HWM3-E,"05HWM3-E_Oil, Gas and Chemicals_I00041",0.0,0.0,0.0,0.0
CHE,,05HWM3-E,05HWM3-E_Transportation_I00041,0.0,0.0,0.0,0.0
CHE,,Others-C00041-S,Others-C00041-S,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Engineering & Technical_I00042,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Finance & Legal_I00042,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Industrial_I00042,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Information Technology_I00042,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Medical & Science_I00042,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Office_I00042,0.0,0.0,0.0,0.0
CHE,,002C2M-E,002C2M-E_Solutions_I00042,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Farmers_I00042,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Life_I00042,0.0,0.0,0.0,0.0
CHE,,05GGL5-E,05GGL5-E_Property & Casualty_I00042,0.0,0.0,0.0,0.0
CHE,,Others-C00042-S,Others-C00042-S,0.0,0.0,0.0,0.0
CHE,,Others-C00043-S,Others-C00043-S,0.0,0.0,0.0,0.0
CHE,,Others-C00044-S,Others-C00044-S,0.0,0.0,0.0,0.0
CHE,,Others-C00045-S,Others-C00045-S,0.0,0.0,0.0,0.0
CHE,,Others-C00046-S,Others-C00046-S,0.0,0.0,0.0,0.0
CHE,,Others-C00047-S,Others-C00047-S,0.0,0.0,0.0,0.0
CHE,,Others-C00048-S,Others-C00048-S,0.0,0.0,0.0,0.0
CHE,,Others-C00049-S,Others-C00049-S,0.0,0.0,0.0,0.0
CHL,I00001,Others-I00001-S,Others-I00001-S,697729.1875,21704.681560729397,1.0357393172840765e6,1.0140346357233471e6
CHL,I00002,Others-I00002-S,Others-I00002-S,406467.5625,14212.127871189809,385802.6894490389,371590.5615778491
CHL,I00003,Others-I00003-S,Others-I00003-S,413127.34375,24189.46833487934,508183.6711362756,483994.20280139626
CHL,I00004,Others-I00004-S,Others-I00004-S,1.086894125e6,74648.76773619032,1.2153870190653212e6,1.140738251329131e6
CHL,I00005,Others-I00005-S,Others-I00005-S,4.0239685e6,89618.91661254413,839561.1508137145,749942.2342011704
CHL,I00006,Others-I00006-S,Others-I00006-S,2.59805025e6,29877.097703512765,542490.075492686,512612.97778917325
CHL,I00007,Others-I00007-S,Others-I00007-S,676486.4375,55743.25888570179,1.1496826302515303e6,1.0939393713658284e6
CHL,I00008,Others-I00008-S,Others-I00008-S,537014.26171875,3441.2959145677996,73727.74063441578,70286.44471984798
CHL,I00009,Others-I00009-S,Others-I00009-S,2642.6337890625,466.819066685087,275540.9125519749,275074.0934852898
CHL,I00010,05HWQX-E,05HWQX-E_Forestry_I00010,915.6522827148438,54.17577548170909,149451.0793931226,149396.9036176409
CHL,I00010,Others-I00010-S,Others-I00010-S,8169.479400634766,245.88690604910957,687263.0452334314,687017.1583273823
CHL,I00011,Others-I00011-S,Others-I00011-S,10807.033203125,45774.65177822797,2.3158185385466465e6,2.2700438867684184e6
CHL,I00012,Others-I00012-S,Others-I00012-S,2953.797119140625,270.759583742171,270060.0035654594,269789.2439817172
CHL,I00013,Others-I00013-S,Others-I00013-S,918722.8125,2420.2477159789078,45448.822463131524,43028.57474715262
CHL,I00014,Others-I00014-S,Others-I00014-S,1.498486625e6,2489.688430850724,73754.72686298839,71265.03843213766
CHL,I00015,Others-I00015-S,Others-I00015-S,6.5714055e6,6.704340421044993e6,1.782149003033535e7,1.1117149609290358e7
CHL,I00016,Others-I00016-S,Others-I00016-S,154059.046875,175019.1346391468,553320.893839859,378301.75920071226
CHL,I00017,Others-I00017-S,Others-I00017-S,221633.234375,114623.00823145891,507641.9094831062,393018.90125164733
CHL,I00018,Others-I00018-S,Others-I00018-S,336981.40625,110423.95081779228,740505.706767696,630081.7559499036
CHL,I00019,Others-I00019-S,Others-I00019-S,58123.515625,167362.62779078714,8.158404766435532e6,7.991042138644745e6
CHL,I00020,Others-I00020-S,Others-I00020-S,12664.0654296875,22247.61185698795,350840.34900436696,328592.737147379
CHL,I00021,Others-I00021-S,Others-I00021-S,58956.140625,165556.14702102178,3.0516781566228317e6,2.88612200960181e6
CHL,I00022,Others-I00022-S,Others-I00022-S,23168.64453125,67615.14139079196,1.110027214787137e6,1.042412073396345e6
CHL,I00023,Others-I00023-S,Others-I00023-S,5969.59765625,16884.05470753333,335610.9592894703,318726.90458193695
CHL,I00024,Others-I00024-S,Others-I00024-S,33420.47265625,85461.54203376712,3.42753604170628e6,3.3420744996725125e6
CHL,I00025,Others-I00025-S,Others-I00025-S,13249.517578125,29844.30612811947,923424.2747860838,893579.9686579644
CHL,I00026,Others-I00026-S,Others-I00026-S,39234.01171875,52790.84747109631,2.442907397243159e6,2.390116549772063e6
CHL,I00027,Others-I00027-S,Others-I00027-S,28492.05859375,58771.84645110326,1.0321291695042816e6,973357.3230531784
CHL,I00028,Others-I00028-S,Others-I00028-S,3030.00634765625,5499.632221746174,109077.56202609072,103577.92980434455
CHL,I00029,Others-I00029-S,Others-I00029-S,25101.400390625,80342.61439918367,1.2326369430872966e6,1.1522943286881128e6
CHL,I00030,Others-I00030-S,Others-I00030-S,3130.13916015625,6103.942576876888,153579.82443501896,147475.88185814206
CHL,I00031,0013TL-E,0013TL-E_Wines_I00031,24765.51953125,17160.406438721737,367394.1100474039,350233.70360868215
CHL,I00031,Others-I00031-S,Others-I00031-S,7359.076232910156,37540.82454497362,804354.9433656579,766814.1188206843
CHL,I00032,Others-I00032-S,Others-I00032-S,9598.494140625,16784.41413874148,613454.5937319178,596670.1795931763
CHL,I00033,Others-I00033-S,Others-I00033-S,30884.069702148438,39965.59886030086,1.4908724942653012e6,1.4509068954050003e6
CHL,I00034,Others-I00034-S,Others-I00034-S,4154.87890625,6218.202702986217,176050.6825198814,169832.47981689518
CHL,I00035,Others-I00035-S,Others-I00035-S,3961.9599609375,40021.95709313055,408518.3823433621,368496.4252502315
CHL,I00036,Others-I00036-S,Others-I00036-S,5714.32177734375,17864.472017730342,403944.05649475823,386079.5844770279
CHL,I00037,Others-I00037-S,Others-I00037-S,585.5428466796875,2893.5874951297446,90052.85167609673,87159.26418096699
CHL,I00038,Others-I00038-S,Others-I00038-S,1294.745361328125,5078.248501406885,125006.34575831695,119928.09725691007
CHL,I00039,Others-I00039-S,Others-I00039-S,13999.90625,173783.00811087937,1.1135716689060247e6,939788.6607951453
CHL,I00040,Others-I00040-S,Others-I00040-S,485481.65625,211120.0326969553,1.194071969247391e6,982951.9365504356
CHL,I00041,05HWQX-E,05HWQX-E_Cellulose_I00041,95288.4296875,317633.72806276416,1.0395010881663556e6,721867.3601035915
CHL,I00041,Others-I00041-S,Others-I00041-S,410214.90625,1.0375673287465061e6,3.388967009047188e6,2.351399680300682e6
CHL,I00042,05HWQX-E,05HWQX-E_Biopackaging_I00042,172682.859375,13563.512074385992,482197.77200677874,468634.25993239274
CHL,I00042,Others-I00042-S,Others-I00042-S,225582.640625,9522.935789763034,340371.7109763977,330848.7751866346
CHL,I00043,05HWQX-E,05HWQX-E_Softys_I00043,348665.0625,126018.6696941398,2.632625204736358e6,2.5066065350422184e6
CHL,I00043,Others-I00043-S,Others-I00043-S,-14170.310546875,-33480.234019226096,-688832.1751663081,-655351.941147082
CHL,I00044,Others-I00044-S,Others-I00044-S,393744.1875,45468.02583729451,692268.3235609068,646800.2977236123
CHL,I00045,Others-I00045-S,Others-I00045-S,2.84540775e6,197471.908553161,6.97217172807508e6,6.774699819521919e6
CHL,I00046,Others-I00046-S,Others-I00046-S,1.861874265625e6,444428.9748774228,3.2487010809460236e6,2.804272106068601e6
CHL,I00047,Others-I00047-S,Others-I00047-S,205045.875,4736.665470038422,279285.26655015285,274548.60108011443
CHL,I00048,Others-I00048-S,Others-I00048-S,799544.625,22570.84021514875,896051.6140569051,873480.7738417564
CHL,I00049,Others-I00049-S,Others-I00049-S,418174.03125,10097.903689204355,616015.8270733624,605917.923384158
CHL,I00050,Others-I00050-S,Others-I00050-S,710746.1875,10503.492368795167,676654.6745783768,666151.1822095816
CHL,I00051,Others-I00051-S,Others-I00051-S,428211.9375,13284.904176072901,335513.8222177512,322228.91804167826
CHL,I00052,Others-I00052-S,Others-I00052-S,1.92420125e6,235295.23147873447,2.5737246568376683e6,2.338429425358934e6
CHL,I00053,Others-I00053-S,Others-I00053-S,27469.599609375,66885.68224844191,387031.47332702164,320145.7910785797
CHL,I00054,Others-I00054-S,Others-I00054-S,42674.28515625,143540.64161745657,808206.4479547851,664665.8063373285
CHL,I00055,Others-I00055-S,Others-I00055-S,489969.84375,53503.93493731805,1.3295937114954074e6,1.2760897765580893e6
CHL,I00056,Others-I00056-S,Others-I00056-S,1.286050125e6,105114.53816697877,1.991802740974264e6,1.8866882028072851e6
CHL,I00057,Others-I00057-S,Others-I00057-S,195485.72537994385,13345.553645255217,446771.44071652537,433425.88707127015
CHL,I00058,Others-I00058-S,Others-I00058-S,959763.515625,204039.4083986012,2.268902278919265e6,2.064862870520664e6
CHL,I00059,Others-I00059-S,Others-I00059-S,537439.75,60510.26685846552,1.1638314675378264e6,1.103321200679361e6
CHL,I00060,Others-I00060-S,Others-I00060-S,335985.8125,25684.94648322719,628417.1968918744,602732.2504086472
CHL,I00061,Others-I00061-S,Others-I00061-S,5256.02099609375,18660.483851015342,364984.92649068905,346324.4426396737
CHL,I00062,Others-I00062-S,Others-I00062-S,285090.53125,30448.1548445094,672143.0372826013,641694.8824380919
CHL,I00063,Others-I00063-S,Others-I00063-S,387423.34375,40098.98832536599,555616.5832054892,515517.5948801232
CHL,I00064,Others-I00064-S,Others-I00064-S,1.863246746875e7,1.4737535347588754e6,6.974767488007774e6,5.5010139532488985e6
CHL,I00065,Others-I00065-S,Others-I00065-S,1.653684814453125e6,39324.29263657907,100238.00950422003,60913.71686764096
CHL,I00066,Others-I00066-S,Others-I00066-S,1.3235775e7,9.992688081619617e6,1.2968891019814666e7,2.9762029381950498e6
CHL,I00067,Others-I00067-S,Others-I00067-S,95736.6875,76676.33701995415,1.7505678156544731e6,1.673891478634519e6
CHL,I00068,Others-I00068-S,Others-I00068-S,20272.7392578125,259209.87917301204,2.147877369395216e6,1.888667490222204e6
CHL,I00069,Others-I00069-S,Others-I00069-S,1.44218950625e7,19383.945195257813,762439.3557784803,743055.4105832225
CHL,I00070,Others-I00070-S,Others-I00070-S,12216.1611328125,65947.19796636923,2.9858703629998458e6,2.9199231650334764e6
CHL,I00071,Others-I00071-S,Others-I00071-S,7769.9775390625,25383.705234221463,2.0096799554561954e6,1.984296250221974e6
CHL,I00072,Others-I00072-S,Others-I00072-S,17182.359375,23288.759407540067,5.616983594475108e6,5.593694835067568e6
CHL,I00073,Others-I00073-S,Others-I00073-S,14125.609375,114988.231671023,4.330749545270169e6,4.215761313599146e6
CHL,I00074,Others-I00074-S,Others-I00074-S,54684.96875,69458.79930534329,1.5168868005920586e6,1.4474280012867153e6
CHL,I00075,Others-I00075-S,Others-I00075-S,228014.39453125,291763.4545987364,8.442795993357783e6,8.151032538759047e6
CHL,I00076,Others-I00076-S,Others-I00076-S,989959.13671875,881488.4369707959,6.636145472066556e6,5.754657035095761e6
CHL,I00077,Others-I00077-S,Others-I00077-S,19895.71484375,88588.42114680544,628010.3859766548,539421.9648298494
CHL,I00078,Others-I00078-S,Others-I00078-S,86967.1015625,188284.90587393343,3.5877518857336286e6,3.3994669798596953e6
CHL,I00079,Others-I00079-S,Others-I00079-S,21194.74609375,21052.94316314151,233268.22207237442,212215.2789092329
CHL,I00080,Others-I00080-S,Others-I00080-S,8.783634e6,159291.5872312106,4.174812178825068e6,4.0155205915938574e6
CHL,I00081,Others-I00081-S,Others-I00081-S,1.0254289e7,40635.443376571755,6.3213462076816065e6,6.280710764305035e6
CHL,I00082,Others-I00082-S,Others-I00082-S,1060.3280029296875,9159.06880074143,42017.60106870445,32858.53226796302
CHL,I00083,Others-I00083-S,Others-I00083-S,1.368032125e6,1040.3462829135037,1.0324390341955487e6,1.0313986879126353e6
CHL,I00084,Others-I00084-S,Others-I00084-S,3.312864421875e6,22056.588757329893,2.249053760938904e6,2.2269971721815737e6
CHL,I00085,Others-I00085-S,Others-I00085-S,23176.49609375,62955.97922272993,308944.4078503077,245988.42862757778
CHL,I00086,Others-I00086-S,Others-I00086-S,8137.93603515625,69886.28540444405,315805.1885407374,245918.90313629335
CHL,I00087,Others-I00087-S,Others-I00087-S,4.1070095e6,97209.2671164913,925924.6096991652,828715.3425826739
CHL,I00088,Others-I00088-S,Others-I00088-S,14596.017578125,4087.450745654466,204395.6125996269,200308.16185397244
CHL,I00089,Others-I00089-S,Others-I00089-S,49232.1171875,105675.23527228198,893219.4307043152,787544.1954320332
CHL,I00090,Others-I00090-S,Others-I00090-S,24925.990264892578,128109.124492573,594903.0037281486,466793.8792355757
CHL,I00091,Others-I00091-S,Others-I00091-S,32257.607421875,41796.28523249181,745071.7600776571,703275.4748451653
CHL,I00092,Others-I00092-S,Others-I00092-S,48476.823486328125,40772.026161407164,682139.8639644402,641367.8378030331
CHL,I00093,Others-I00093-S,Others-I00093-S,22696.884033203125,34636.75013259064,609085.1842413964,574448.4341088057
CHL,I00094,Others-I00094-S,Others-I00094-S,133511.24487304688,139897.65739937453,1.4314178019589495e6,1.291520144559575e6
CHL,I00095,Others-I00095-S,Others-I00095-S,38649.0458984375,12260.863604577082,738715.685890957,726454.82228638
CHL,I00096,Others-I00096-S,Others-I00096-S,33444.72960662842,31230.159981935773,663909.5145018317,632679.354519896
CHL,I00097,Others-I00097-S,Others-I00097-S,86797.2578125,285409.94531744154,1.1248833371640665e6,839473.3918466249
CHL,I00098,Others-I00098-S,Others-I00098-S,169257.453125,0.0,1.3366178826205584e6,1.3366178826205584e6
CHL,I00099,Others-I00099-S,Others-I00099-S,42115.75390625,30048.769003374044,395206.1562434588,365157.38724008476
